,word,pos,iob
29500,;,:,O
29501,as,IN,O
29502,of,IN,O
29503,June,NNP,O
29504,2007,CD,O
29505,",",",",O
29506,there,EX,O
29507,has,VBZ,O
29508,been,VBN,O
29509,no,DT,O
29510,official,JJ,O
29511,word,NN,O
29512,as,IN,O
29513,to,TO,O
29514,what,WP,O
29515,the,DT,O
29516,money,NN,O
29517,will,MD,O
29518,be,VB,O
29519,used,VBN,O
29520,for,IN,O
29521,.,.,O
29522, ,VB,O
29523,It,PRP,O
29524,is,VBZ,O
29525,possible,JJ,O
29526,the,DT,O
29527,money,NN,O
29528,will,MD,O
29529,go,VB,O
29530,into,IN,O
29531,future,JJ,O
29532,Classic,NNP,I-MISC
29533,Lotto,NNP,I-MISC
29534,drawings,NNS,O
29535,;,:,O
29536,for,IN,O
29537,a,DT,O
29538,time,NN,O
29539,in,IN,O
29540,the,DT,O
29541,mid-to-late,JJ,O
29542,1990s,CD,O
29543,",",",",O
29544,unclaimed,VBD,O
29545,jackpot,NN,O
29546,cash,NN,O
29547,was,VBD,O
29548,used,VBN,O
29549,to,TO,O
29550,guarantee,VB,O
29551,starting,VBG,O
29552,jackpots,NNS,O
29553,of,IN,O
29554,$2,NNP,O
29555,million,CD,O
29556,",",",",O
29557,instead,RB,O
29558,of,IN,O
29559,the,DT,O
29560,usual,JJ,O
29561,$1,NNP,O
29562,million,CD,O
29563,.,.,O
29564, ,NN,O
29565,Since,IN,O
29566,Connecticut,NNP,I-LOC
29567,is,VBZ,O
29568,a,DT,O
29569,member,NN,O
29570,of,IN,O
29571,the,DT,O
29572,Multi-State,NNP,I-ORG
29573,Lottery,NNP,I-ORG
29574,Association,NNP,I-ORG
29575,(,(,O
29576,MUSL,NNP,I-ORG
29577,),),O
29578,",",",",O
29579,it,PRP,O
29580,is,VBZ,O
29581,eligible,JJ,O
29582,to,TO,O
29583,offer,VB,O
29584,its,PRP$,O
29585,other,JJ,O
29586,multi-state,JJ,O
29587,games,NNS,O
29588,.,.,O
29589, ,VB,O
29590,One,CD,O
29591,of,IN,O
29592,these,DT,O
29593,is,VBZ,O
29594,the,DT,O
29595,annuitized,JJ,O
29596,jackpot,NN,O
29597,game,NN,O
29598,Hot,NNP,I-MISC
29599,Lotto,NNP,I-MISC
29600,",",",",O
29601,played,VBD,O
29602,the,DT,O
29603,same,JJ,O
29604,as,IN,O
29605,its,PRP$,O
29606,flagship,NN,O
29607,game,NN,O
29608,Powerball,NNP,I-MISC
29609,;,:,O
29610,however,RB,O
29611,",",",",O
29612,Connecticut,NNP,I-LOC
29613,is,VBZ,O
29614,planning,VBG,O
29615,to,TO,O
29616,continue,VB,O
29617,Classic,JJ,I-MISC
29618,Lotto,NNP,I-MISC
29619,into,IN,O
29620,at,IN,O
29621,least,JJS,O
29622,2009,CD,O
29623,.,.,O
29624, ,VB,O
29625,Connecticut,NNP,I-ORG
29626,Lottery,NNP,I-ORG
29627, ,NNP,O
29628,-DOCSTART-,NNP,O
29629, ,VBD,O
29630,The,DT,O
29631,Cornish,JJ,I-ORG
29632,Colony,NNP,I-ORG
29633,Museum,NNP,I-ORG
29634,is,VBZ,O
29635,located,VBN,O
29636,in,IN,O
29637,Windsor,NNP,I-LOC
29638,",",",",O
29639,Vermont,NNP,I-LOC
29640,.,.,O
29641, ,VB,O
29642,It,PRP,O
29643,is,VBZ,O
29644,dedicated,VBN,O
29645,to,TO,O
29646,the,DT,O
29647,display,NN,O
29648,of,IN,O
29649,artists,NNS,O
29650,",",",",O
29651,sculptors,NNS,O
29652,",",",",O
29653,writers,NNS,O
29654,",",",",O
29655,architects,NNS,O
29656,and,CC,O
29657,landscape,NN,O
29658,designers,NNS,O
29659,who,WP,O
29660,lived,VBD,O
29661,and,CC,O
29662,worked,VBD,O
29663,in,IN,O
29664,that,DT,O
29665,area,NN,O
29666,of,IN,O
29667,Vermont,NNP,I-LOC
29668,and,CC,O
29669,New,NNP,I-LOC
29670,Hampshire,NNP,I-LOC
29671,",",",",O
29672,near,IN,O
29673,the,DT,O
29674,Connecticut,NNP,I-LOC
29675,River,NNP,I-LOC
29676,.,.,O
29677, ,VB,O
29678,It,PRP,O
29679,is,VBZ,O
29680,operated,VBN,O
29681,by,IN,O
29682,a,DT,O
29683,non-profit,JJ,O
29684,corporation,NN,O
29685,.,.,O
29686, ,VB,O
29687,Its,PRP$,O
29688,displays,NNS,O
29689,concentrate,VBP,O
29690,on,IN,O
29691,the,DT,O
29692,half-century,NN,O
29693,between,IN,O
29694,1885,CD,O
29695,and,CC,O
29696,1935,CD,O
29697,.,.,O
29698, ,VB,O
29699,It,PRP,O
29700,specializes,VBZ,O
29701,in,IN,O
29702,the,DT,O
29703,works,NNS,O
29704,of,IN,O
29705,Maxfield,NNP,I-PER
29706,Parrish,NNP,I-PER
29707,",",",",O
29708,and,CC,O
29709,houses,NNS,O
29710,the,DT,O
29711,collection,NN,O
29712,of,IN,O
29713,Alma,NNP,I-PER
29714,Gilbert,NNP,I-PER
29715,.,.,O
29716, ,VB,O
29717,-DOCSTART-,JJ,O
29718, ,NNP,O
29719,Coronado,NNP,I-ORG
29720,Unified,NNP,I-ORG
29721,School,NNP,I-ORG
29722,District,NNP,I-ORG
29723,is,VBZ,O
29724,the,DT,O
29725,school,NN,O
29726,district,NN,O
29727,in,IN,O
29728,Coronado,NNP,I-LOC
29729,",",",",O
29730,California,NNP,I-LOC
29731, ,NNP,O
29732,Through,IN,O
29733,rigorous,JJ,O
29734,academic,JJ,O
29735,standards,NNS,O
29736,",",",",O
29737,high,JJ,O
29738,expectations,NNS,O
29739,",",",",O
29740,and,CC,O
29741,a,DT,O
29742,coordinated,JJ,O
29743,curriculum,NN,O
29744,",",",",O
29745,the,DT,O
29746,Coronado,NNP,I-ORG
29747,Unified,NNP,I-ORG
29748,School,NNP,I-ORG
29749,District,NNP,I-ORG
29750,",",",",O
29751,in,IN,O
29752,partnership,NN,O
29753,with,IN,O
29754,our,PRP$,O
29755,small,JJ,O
29756,",",",",O
29757,involved,JJ,O
29758,community,NN,O
29759,",",",",O
29760,will,MD,O
29761,graduate,VB,O
29762,students,NNS,O
29763,with,IN,O
29764,the,DT,O
29765,knowledge,NN,O
29766,and,CC,O
29767,skills,NNS,O
29768,necessary,JJ,O
29769,to,TO,O
29770,excel,VB,O
29771,in,IN,O
29772,higher,JJR,O
29773,education,NN,O
29774,",",",",O
29775,careers,NNS,O
29776,",",",",O
29777,society,NN,O
29778,",",",",O
29779,and,CC,O
29780,life,NN,O
29781,with,IN,O
29782,the,DT,O
29783,confidence,NN,O
29784,not,RB,O
29785,only,RB,O
29786,to,TO,O
29787,dream,VB,O
29788,",",",",O
29789,but,CC,O
29790,to,TO,O
29791,determine,VB,O
29792,their,PRP$,O
29793,futures,NNS,O
29794,.,.,O
29795, ,VB,O
29796,-DOCSTART-,JJ,O
29797, ,NNP,O
29798,Cosham,NNP,I-LOC
29799,railway,NN,I-LOC
29800,station,NN,I-LOC
29801,serves,VBZ,O
29802,the,DT,O
29803,former,JJ,O
29804,village,NN,O
29805,of,IN,O
29806,Cosham,NNP,I-LOC
29807,",",",",O
29808,today,NN,O
29809,a,DT,O
29810,northern,JJ,O
29811,suburb,NN,O
29812,of,IN,O
29813,the,DT,O
29814,city,NN,O
29815,of,IN,O
29816,Portsmouth,NNP,I-LOC
29817,in,IN,O
29818,southern,JJ,O
29819,England,NNP,I-LOC
29820,.,.,O
29821, ,NN,O
29822,Opened,VBD,O
29823,in,IN,O
29824,1847,CD,O
29825,by,IN,O
29826,the,DT,O
29827,London,NNP,I-ORG
29828,and,CC,I-ORG
29829,South,NNP,I-ORG
29830,Western,NNP,I-ORG
29831,Railway,NNP,I-ORG
29832,(,(,O
29833,LSWR,NNP,I-ORG
29834,),),O
29835,",",",",O
29836,it,PRP,O
29837,is,VBZ,O
29838,located,VBN,O
29839,on,IN,O
29840,the,DT,O
29841,West,NNP,I-LOC
29842,Coastway,NNP,I-LOC
29843,Line,NNP,I-LOC
29844,which,WDT,O
29845,runs,VBZ,O
29846,between,IN,O
29847,Brighton,NNP,I-LOC
29848,and,CC,O
29849,Southampton,NNP,I-LOC
29850,.,.,O
29851, ,VB,O
29852,It,PRP,O
29853,is,VBZ,O
29854,currently,RB,O
29855,served,VBN,O
29856,by,IN,O
29857,the,DT,O
29858,South,NNP,I-ORG
29859,West,NNP,I-ORG
29860,Trains,NNP,I-ORG
29861,",",",",O
29862,Southern,NNP,I-ORG
29863,",",",",O
29864,and,CC,O
29865,First,NNP,I-ORG
29866,Great,NNP,I-ORG
29867,Western,NNP,I-ORG
29868,train,NN,O
29869,operating,VBG,O
29870,companies,NNS,O
29871,.,.,O
29872, ,JJ,O
29873,Westward,NNP,O
29874,",",",",O
29875,the,DT,O
29876,line,NN,O
29877,through,IN,O
29878,Cosham,NNP,I-LOC
29879,leads,VBZ,O
29880,to,TO,O
29881,Portchester,NNP,I-LOC
29882,and,CC,O
29883,Fareham,NNP,I-LOC
29884,",",",",O
29885,eastward,RB,O
29886,to,TO,O
29887,a,DT,O
29888,junction,NN,O
29889,(,(,O
29890,part,NN,O
29891,of,IN,O
29892,the,DT,O
29893,local,JJ,O
29894,"""",NNP,O
29895,Railway,NNP,O
29896,Triangle,NNP,O
29897,"""",NNP,O
29898,),),O
29899,between,IN,O
29900,lines,NNS,O
29901,leading,VBG,O
29902,south,NN,O
29903,to,TO,O
29904,Hilsea,NNP,I-LOC
29905,and,CC,O
29906,Portsmouth,NNP,I-LOC
29907,and,CC,O
29908,east,RB,O
29909,to,TO,O
29910,Bedhampton,NNP,I-LOC
29911,and,CC,O
29912,Havant,NNP,I-LOC
29913,.,.,O
29914, ,CC,O
29915,Although,IN,O
29916,the,DT,O
29917,nearest,JJS,O
29918,station,NN,O
29919,eastward,NN,O
29920,is,VBZ,O
29921,Bedhampton,NNP,I-LOC
29922,",",",",O
29923,there,EX,O
29924,are,VBP,O
29925,no,DT,O
29926,direct,JJ,O
29927,services,NNS,O
29928,calling,VBG,O
29929,at,IN,O
29930,both,DT,O
29931,Cosham,NNP,I-LOC
29932,and,CC,O
29933,Bedhampton,NNP,I-LOC
29934,.,.,O
29935, ,NN,O
29936,Passengers,NNPS,O
29937,between,IN,O
29938,these,DT,O
29939,two,CD,O
29940,stations,NNS,O
29941,must,MD,O
29942,travel,VB,O
29943,to,TO,O
29944,Hilsea,NNP,I-LOC
29945,",",",",O
29946,the,DT,O
29947,next,JJ,O
29948,station,NN,O
29949,south,NN,O
29950,on,IN,O
29951,the,DT,O
29952,Portsmouth,NNP,I-LOC
29953,line,NN,O
29954,",",",",O
29955,and,CC,O
29956,change,NN,O
29957,trains,NNS,O
29958,there,RB,O
29959,.,.,O
29960, ,VB,O
29961,Local,NNP,O
29962,Civic,NNP,O
29963,Trust,NNP,O
29964,organization,NN,O
29965,The,DT,I-ORG
29966,Portsmouth,NNP,I-ORG
29967,Society,NNP,I-ORG
29968,has,VBZ,O
29969,expressed,VBN,O
29970,its,PRP$,O
29971,concern,NN,O
29972,regarding,VBG,O
29973,low,JJ,O
29974,levels,NNS,O
29975,of,IN,O
29976,usage,NN,O
29977,at,IN,O
29978,the,DT,O
29979,station,NN,O
29980,and,CC,O
29981,urged,VBD,O
29982,that,DT,O
29983,local,JJ,O
29984,planning,NN,O
29985,policies,NNS,O
29986,should,MD,O
29987,encourage,VB,O
29988,its,PRP$,O
29989,use,NN,O
29990,.,.,O
29991, ,JJ,O
29992,-DOCSTART-,JJ,O
29993, ,NN,O
29994,Crazyhead,NNP,I-ORG
29995,are,VBP,O
29996,an,DT,O
29997,English,JJ,I-MISC
29998,punk,NN,O
29999,rock,NN,O
30000,/,NNP,O
30001,garage,NN,O
30002,rock,NN,O
30003,band,NN,O
30004,from,IN,O
30005,Leicester,NNP,I-LOC
30006,.,.,O
30007, ,CC,O
30008,Though,NNP,O
30009,lumped,VBD,O
30010,in,IN,O
30011,with,IN,O
30012,the,DT,O
30013,latgely,RB,O
30014,media-created,JJ,O
30015,Grebo,NNP,O
30016,scene,NN,O
30017,",",",",O
30018,they,PRP,O
30019,were,VBD,O
30020,more,RBR,O
30021,influenced,VBN,O
30022,by,IN,O
30023,the,DT,O
30024,Garage,NNP,O
30025,Rock,NNP,O
30026,of,IN,O
30027,the,DT,O
30028,late,JJ,O
30029,60,CD,O
30030,'s,POS,O
30031,",",",",O
30032,as,RB,O
30033,well,RB,O
30034,as,IN,O
30035,bands,NNS,O
30036,like,IN,O
30037,The,DT,I-ORG
30038,Ramones,NNP,I-ORG
30039,",",",",O
30040,The,DT,I-ORG
30041,Stooges,NNP,I-ORG
30042,and,CC,O
30043,Captain,NNP,I-ORG
30044,Beefheart,NNP,I-ORG
30045,.,.,O
30046, ,NN,O
30047,They,PRP,O
30048,described,VBD,O
30049,themselves,PRP,O
30050,as,IN,O
30051,an,DT,O
30052,"""",JJ,O
30053,urban,JJ,O
30054,bastard,NN,O
30055,blues,NNS,O
30056,band,VBP,O
30057,"""",NNP,O
30058,",",",",O
30059,and,CC,O
30060,their,PRP$,O
30061,songs,NNS,O
30062,ranged,VBN,O
30063,in,IN,O
30064,theme,NN,O
30065,from,IN,O
30066,trenchant,JJ,O
30067,social,JJ,O
30068,commentary,NN,O
30069,to,TO,O
30070,the,DT,O
30071,surreal,NN,O
30072,",",",",O
30073,but,CC,O
30074,always,RB,O
30075,with,IN,O
30076,an,DT,O
30077,underlying,VBG,O
30078,vein,NN,O
30079,of,IN,O
30080,black,JJ,O
30081,humour,NN,O
30082,.,.,O
30083, ,NN,O
30084,who,WP,O
30085,were,VBD,O
30086,credited,VBN,O
30087,as,IN,O
30088,"""",NN,O
30089,The,DT,I-ORG
30090,Phantom,NNP,I-ORG
30091,Horns,NNP,I-ORG
30092,"""",NNP,O
30093,or,CC,O
30094,"""",VB,O
30095,The,DT,I-ORG
30096,Space,NNP,I-ORG
30097,Bastards,NNP,I-ORG
30098,"""",NNP,O
30099,.,.,O
30100, ,NN,O
30101,Formed,NNP,O
30102,in,IN,O
30103,1986,CD,O
30104,",",",",O
30105,they,PRP,O
30106,signed,VBD,O
30107,to,TO,O
30108,independent,JJ,O
30109,label,NN,O
30110,Food,NNP,I-ORG
30111,later,RB,O
30112,that,IN,O
30113,year,NN,O
30114,and,CC,O
30115,their,PRP$,O
30116,début,NN,O
30117,single,JJ,O
30118,"""",NNP,O
30119,Wha,NNP,I-MISC
30120,Gives,NNP,I-MISC
30121,You,PRP,I-MISC
30122,The,DT,I-MISC
30123,Idea,NNP,I-MISC
30124,That,IN,I-MISC
30125,You,PRP,I-MISC
30126,'re,VBP,I-MISC
30127,So,RB,I-MISC
30128,Amazing,JJ,I-MISC
30129,",",",",I-MISC
30130,Baby,NNP,I-MISC
30131,?,.,I-MISC
30132,"""",NN,O
30133,reached,VBD,O
30134,number,NN,O
30135,2,CD,O
30136,in,IN,O
30137,the,DT,O
30138,UK,NNP,I-LOC
30139,Indie,NNP,I-MISC
30140,Chart,NNP,I-MISC
30141,in,IN,O
30142,March,NNP,O
30143,1983,CD,O
30144,.,.,O
30145, ,NN,O
30146,For,IN,O
30147,the,DT,O
30148,rest,NN,O
30149,of,IN,O
30150,the,DT,O
30151,year,NN,O
30152,they,PRP,O
30153,toured,VBD,O
30154,extensively,RB,O
30155,",",",",O
30156,supporting,VBG,O
30157,The,DT,I-ORG
30158,Cult,NNP,I-ORG
30159,",",",",O
30160,then,RB,O
30161,Julian,NNP,I-PER
30162,Cope,NNP,I-PER
30163,",",",",O
30164,and,CC,O
30165,also,RB,O
30166,played,VBD,O
30167,the,DT,O
30168,Glastonbury,NNP,I-MISC
30169,Festival,NNP,I-MISC
30170,.,.,O
30171, ,VB,O
30172,Their,PRP$,O
30173,second,JJ,O
30174,single,JJ,O
30175,"""",NN,O
30176,Baby,NNP,I-MISC
30177,Turpentine,NNP,I-MISC
30178,"""",NNP,O
30179,reached,VBD,O
30180,number,NN,O
30181,4,CD,O
30182,in,IN,O
30183,the,DT,O
30184,Indie,NNP,I-MISC
30185,Chart,NNP,I-MISC
30186,.,.,O
30187, ,NN,O
30188,In,IN,O
30189,mid-1988,JJ,O
30190,their,PRP$,O
30191,third,JJ,O
30192,single,JJ,O
30193,"""",NN,O
30194,Time,NNP,I-MISC
30195,Has,NNP,I-MISC
30196,Taken,VBN,I-MISC
30197,Its,PRP$,I-MISC
30198,Toll,NNP,I-MISC
30199,On,IN,I-MISC
30200,You,PRP,I-MISC
30201,"""",VBP,O
30202,reached,VBN,O
30203,#,#,O
30204,65,CD,O
30205,in,IN,O
30206,the,DT,O
30207,Top,JJ,O
30208,100,CD,O
30209,",",",",O
30210,their,PRP$,O
30211,label,NN,O
30212,now,RB,O
30213,owned,VBN,O
30214,by,IN,O
30215,EMI,NNP,I-ORG
30216,.,.,O
30217, ,VB,O
30218,The,DT,O
30219,band,NN,O
30220,embarked,VBD,O
30221,on,IN,O
30222,another,DT,O
30223,UK,NNP,I-LOC
30224,tour,NN,O
30225,to,TO,O
30226,promote,VB,O
30227,their,PRP$,O
30228,début,NN,O
30229,album,IN,O
30230,Deser,NNP,I-MISC
30231,Orchid,NNP,I-MISC
30232,",",",",O
30233,released,VBN,O
30234,in,IN,O
30235,Octobe,NNP,O
30236,1988,CD,O
30237,",",",",O
30238,along,IN,O
30239,with,IN,O
30240,another,DT,O
30241,single,JJ,O
30242,",",",",O
30243,"""",JJ,O
30244,Rags,NNP,I-MISC
30245,"""",NNP,O
30246,",",",",O
30247,and,CC,O
30248,then,RB,O
30249,toured,VBD,O
30250,Europe,NNP,I-LOC
30251,supporting,VBG,O
30252,Iggy,NNP,I-PER
30253,Pop,NNP,I-PER
30254,.,.,O
30255, ,NN,O
30256,They,PRP,O
30257,then,RB,O
30258,released,VBD,O
30259,the,DT,O
30260,Have,NNP,I-MISC
30261,Love,NNP,I-MISC
30262,Will,NNP,I-MISC
30263,Travel,NNP,I-MISC
30264,EP,NNP,I-MISC
30265,(,(,O
30266,which,WDT,O
30267,reached,VBD,O
30268,#,#,O
30269,68,CD,O
30270,),),O
30271,before,IN,O
30272,embarking,VBG,O
30273,on,IN,O
30274,yet,RB,O
30275,another,DT,O
30276,UK,NNP,I-LOC
30277,tour,NN,O
30278,.,.,O
30279, ,NN,O
30280,In,IN,O
30281,1989,CD,O
30282,they,PRP,O
30283,made,VBD,O
30284,two,CD,O
30285,brief,JJ,O
30286,tours,NNS,O
30287,of,IN,O
30288,the,DT,O
30289,United,NNP,I-LOC
30290,States,NNPS,I-LOC
30291,",",",",O
30292,and,CC,O
30293,appeared,VBD,O
30294,at,IN,O
30295,the,DT,O
30296,Reading,NNP,I-MISC
30297,Festival,NNP,I-MISC
30298,.,.,O
30299, ,NN,O
30300,At,IN,O
30301,the,DT,O
30302,behest,NN,O
30303,of,IN,O
30304,the,DT,O
30305,British,JJ,I-ORG
30306,Council,NNP,I-ORG
30307,",",",",O
30308,they,PRP,O
30309,played,VBD,O
30310,an,DT,O
30311,international,JJ,O
30312,music,NN,O
30313,festival,NN,O
30314,in,IN,O
30315,Moscow,NNP,I-LOC
30316,",",",",O
30317,USSR,NNP,I-LOC
30318,",",",",O
30319,and,CC,O
30320,in,IN,O
30321,early,JJ,O
30322,1990,CD,O
30323,",",",",O
30324,along,IN,O
30325,with,IN,O
30326,Skin,NNP,I-ORG
30327,Games,NNPS,I-ORG
30328,and,CC,O
30329,Jesus,NNP,I-ORG
30330,Jones,NNP,I-ORG
30331,were,VBD,O
30332,one,CD,O
30333,the,DT,O
30334,first,JJ,O
30335,western,JJ,O
30336,bands,NNS,O
30337,to,TO,O
30338,tour,VB,O
30339,post-Ceauşescu,JJ,O
30340,Romania,NNP,I-LOC
30341,.,.,O
30342, ,NN,O
30343,Later,RB,O
30344,that,IN,O
30345,year,NN,O
30346,they,PRP,O
30347,played,VBD,O
30348,at,IN,O
30349,the,DT,O
30350,Namibian,JJ,I-MISC
30351,Independence,NNP,I-MISC
30352,Day,NNP,I-MISC
30353,concert,VB,I-MISC
30354,to,TO,O
30355,an,DT,O
30356,audience,NN,O
30357,of,IN,O
30358,"50,000",CD,O
30359,.,.,O
30360, ,VB,O
30361,The,DT,O
30362,band,NN,O
30363,were,VBD,O
30364,dropped,VBN,O
30365,by,IN,O
30366,Food,NNP,I-ORG
30367,Records,NNS,I-ORG
30368,in,IN,O
30369,1989,CD,O
30370,",",",",O
30371,and,CC,O
30372,their,PRP$,O
30373,second,JJ,O
30374,album,NN,O
30375,Some,DT,I-MISC
30376,Kind,NNP,I-MISC
30377,Of,IN,I-MISC
30378,Fever,NNP,I-MISC
30379,was,VBD,O
30380,released,VBN,O
30381,through,IN,O
30382,Revolver,NNP,I-ORG
30383,Records,NNP,I-ORG
30384,.,.,O
30385, ,NN,O
30386,In,IN,O
30387,1992,CD,O
30388,they,PRP,O
30389,gigged,VBD,O
30390,across,IN,O
30391,Europe,NNP,I-LOC
30392,",",",",O
30393,and,CC,O
30394,in,IN,O
30395,1993,CD,O
30396,embarked,VBD,O
30397,on,IN,O
30398,a,DT,O
30399,tour,NN,O
30400,of,IN,O
30401,the,DT,O
30402,UK,NNP,I-LOC
30403,in,IN,O
30404,order,NN,O
30405,to,TO,O
30406,promote,VB,O
30407,an,DT,O
30408,album,NN,O
30409,of,IN,O
30410,cover,JJ,O
30411,versions,NNS,O
30412,Live,VBP,I-MISC
30413,In,IN,I-MISC
30414,Memphis,NNP,I-MISC
30415,",",",",O
30416,even,RB,O
30417,though,IN,O
30418,the,DT,O
30419,deal,NN,O
30420,to,TO,O
30421,release,VB,O
30422,it,PRP,O
30423,fell,VBD,O
30424,through,RB,O
30425,.,.,O
30426, ,NN,O
30427,Over,IN,O
30428,the,DT,O
30429,next,JJ,O
30430,few,JJ,O
30431,years,NNS,O
30432,Crazyhead,NNP,I-MISC
30433,made,VBD,O
30434,sporadic,JJ,O
30435,live,JJ,O
30436,appearances,NNS,O
30437,.,.,O
30438, ,NN,O
30439,In,IN,O
30440,1997,CD,O
30441,they,PRP,O
30442,released,VBD,O
30443,Fucked,VBN,I-MISC
30444,By,IN,I-MISC
30445,Rock,NNP,I-MISC
30446,-,:,O
30447,a,DT,O
30448,collection,NN,O
30449,of,IN,O
30450,previously,RB,O
30451,unreleased,VBN,O
30452,material,NN,O
30453,",",",",O
30454,demo,NN,O
30455,versions,NNS,O
30456,",",",",O
30457,and,CC,O
30458,live,JJ,O
30459,tracks,NNS,O
30460,",",",",O
30461,and,CC,O
30462,an,DT,O
30463,EP,NNP,O
30464,of,IN,O
30465,new,JJ,O
30466,material,NN,O
30467,13th,CD,I-MISC
30468,Floor,NNP,I-MISC
30469,.,.,O
30470, ,NN,O
30471,They,PRP,O
30472,again,RB,O
30473,toured,VBD,O
30474,the,DT,O
30475,UK,NNP,I-LOC
30476,",",",",O
30477,supporting,VBG,O
30478,The,DT,I-ORG
30479,Mission,NN,I-ORG
30480,on,IN,O
30481,a,DT,O
30482,number,NN,O
30483,of,IN,O
30484,UK,NNP,I-LOC
30485,dates,NNS,O
30486,.,.,O
30487, ,NN,O
30488,They,PRP,O
30489,started,VBD,O
30490,recording,VBG,O
30491,material,NN,O
30492,for,IN,O
30493,a,DT,O
30494,new,JJ,O
30495,album,NN,O
30496,",",",",O
30497,but,CC,O
30498,the,DT,O
30499,departure,NN,O
30500,of,IN,O
30501,Anderson,NNP,I-PER
30502,to,TO,O
30503,work,VB,O
30504,abroad,RB,O
30505,meant,VB,O
30506,the,DT,O
30507,end,NN,O
30508,of,IN,O
30509,the,DT,O
30510,band,NN,O
30511,.,.,O
30512, ,IN,O
30513,They,PRP,O
30514,played,VBD,O
30515,their,PRP$,O
30516,farewell,NN,O
30517,gig,NN,O
30518,in,IN,O
30519,Leicester,NNP,I-LOC
30520,on,IN,O
30521,21st,CD,O
30522,December,NNP,O
30523,2000,CD,O
30524,.,.,O
30525, ,VB,O
30526,The,DT,O
30527,band,NN,O
30528,reformed,VBN,O
30529,in,IN,O
30530,2007,CD,O
30531,and,CC,O
30532,plan,NN,O
30533,to,TO,O
30534,start,VB,O
30535,playing,VBG,O
30536,live,JJ,O
30537,again,RB,O
30538,in,IN,O
30539,2008,CD,O
30540,.,.,O
30541, ,VB,O
30542,-DOCSTART-,JJ,O
30543, ,NNP,O
30544,Crown,NNP,I-ORG
30545,Pacific,NNP,I-ORG
30546,Partners,NNP,I-ORG
30547,",",",",O
30548,L.P.,NNP,O
30549,was,VBD,O
30550,a,DT,O
30551,publicly,RB,O
30552,traded,VBN,O
30553,partnership,NN,O
30554,founded,VBN,O
30555,in,IN,O
30556,1988,CD,O
30557,which,WDT,O
30558,at,IN,O
30559,its,PRP$,O
30560,peak,NN,O
30561,owned,VBN,O
30562,about,IN,O
30563,"800,000",CD,O
30564,acres,NNS,O
30565,(,(,O
30566,"3,000",CD,O
30567,km²,NN,O
30568,),),O
30569,of,IN,O
30570,timberland,NN,O
30571,",",",",O
30572,half,NN,O
30573,in,IN,O
30574,Orego,NNP,I-LOC
30575,and,CC,O
30576,the,DT,O
30577,rest,NN,O
30578,in,IN,O
30579,Washington,NNP,I-LOC
30580,",",",",O
30581,Idaho,NNP,I-LOC
30582,",",",",O
30583,and,CC,O
30584,Montana,NNP,I-LOC
30585,.,.,O
30586, ,VB,O
30587,It,PRP,O
30588,also,RB,O
30589,held,VBD,O
30590,several,JJ,O
30591,sawmills,NNS,O
30592,(,(,O
30593,including,VBG,O
30594,one,CD,O
30595,in,IN,O
30596,Gilchrist,NNP,I-LOC
30597,",",",",O
30598,Oregon,NNP,I-LOC
30599,),),O
30600,",",",",O
30601,a,DT,O
30602,wood,NN,O
30603,chip,NN,O
30604,plant,NN,O
30605,",",",",O
30606,and,CC,O
30607,lumberyards,NNS,O
30608,in,IN,O
30609,the,DT,O
30610,Pacific,NNP,I-LOC
30611,Northwest,NNP,I-LOC
30612,",",",",O
30613,with,IN,O
30614,wholesale,JJ,O
30615,marketing,NN,O
30616,and,CC,O
30617,sales,NNS,O
30618,office,NN,O
30619,in,IN,O
30620,states,NNS,O
30621,such,JJ,O
30622,as,IN,O
30623,California,NNP,I-LOC
30624,",",",",O
30625,Utah,NNP,I-LOC
30626,",",",",O
30627,and,CC,O
30628,Arizona,NNP,I-LOC
30629,.,.,O
30630, ,VB,O
30631,The,DT,O
30632,partnership,NN,O
30633,went,VBD,O
30634,public,JJ,O
30635,in,IN,O
30636,1994,CD,O
30637,",",",",O
30638,trading,VBG,O
30639,under,IN,O
30640,the,DT,O
30641,stock,NN,O
30642,symbol,NN,O
30643,CRO,NNP,O
30644,on,IN,O
30645,the,DT,O
30646,New,NNP,I-ORG
30647,York,NNP,I-ORG
30648,Stock,NNP,I-ORG
30649,Exchange,NNP,I-ORG
30650,.,.,O
30651, ,VB,O
30652,It,PRP,O
30653,filed,VBD,O
30654,for,IN,O
30655,Chapter,NN,I-MISC
30656,11,CD,I-MISC
30657,bankruptcy,NN,O
30658,in,IN,O
30659,June,NNP,O
30660,2003,CD,O
30661,",",",",O
30662,with,IN,O
30663,its,PRP$,O
30664,remaining,VBG,O
30665,assets,NNS,O
30666,",",",",O
30667,"520,000",CD,O
30668,acres,NNS,O
30669,(,(,O
30670,"2,100",CD,O
30671,km²,NN,O
30672,),),O
30673,in,IN,O
30674,Washingto,NNP,I-LOC
30675,and,CC,O
30676,Oregon,NNP,I-LOC
30677,",",",",O
30678,taken,VBN,O
30679,over,RP,O
30680,by,IN,O
30681,creditors,NNS,O
30682,in,IN,O
30683,Decembe,NNP,O
30684,2004,CD,O
30685,",",",",O
30686,who,WP,O
30687,formed,VBD,O
30688,Cascade,NNP,I-ORG
30689,Timberlands,NNP,I-ORG
30690,",",",",O
30691,LLC,NNP,O
30692,.,.,O
30693, ,VB,O
